id,street,street_from,street_to,road_type,road_type_recode,install_year,install_type,verify_install_year,verify_install_date,verify_install_type,verify_install_comment,verify_upgrade1_year,verify_upgrade1_date,verify_upgrade1_type,verify_upgrade1_comment,verify_upgrade2_year,verify_upgrade2_date,verify_upgrade2_type,verify_upgrade2_comment,verify_misclass,geometry_len_km,geometry_crs,geometry
697,Martin Goodman / Waterfront Trl,Joseph Duggan Rd,Martin Goodman Trl Branch,,,,Multi-Use Trail,,,,,,,,,,,,,,0.07595623292045178,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.30607 43.66414, -79.30608 43.66415, -79.30608 43.66416, -79.30611 43.6642, -79.30614 43.66425, -79.30617 43.66428, -79.3062 43.66432, -79.30622 43.66436, -79.30632 43.66444, -79.30634 43.66444, -79.30637 43.66443, -79.3064 43.66443, -79.30642 43.66443, -79.30645 43.66443, -79.30647 43.66444, -79.30648 43.66444, -79.3065 43.66447, -79.30652 43.66451, -79.30654 43.66457, -79.30654 43.66458, -79.30653 43.6646, -79.30652 43.66462, -79.30653 43.66462, -79.30655 43.66463))"
698,Bald Eagle Ave,Upper Rouge Trl,Rouge River Dr,,,,Signed Route (No Pavement Markings),,,,,,,,,,,,,,0.13970833864445614,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.18491 43.80883, -79.18547 43.81002))"
699,Flint Rd,Supertest Rd,Finch Hydro Corridor Trl,,,,Sharrows,,,,,,,,,,,,,,0.6200368631999976,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.47979 43.76988, -79.48051 43.7727, -79.4811 43.77492, -79.48113 43.77499, -79.48114 43.77505, -79.48114 43.77509, -79.48115 43.77516, -79.48116 43.7752, -79.48117 43.77528, -79.48118 43.77536))"
700,Torresdale Ave,Finch Corridor Trl,G Ross Lord Park Trl,,,,Signed Route (No Pavement Markings),,,,,,,,,,,,,,0.5726886194178682,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.45412 43.77747, -79.45356 43.77816, -79.45307 43.77875, -79.4526 43.77934, -79.45242 43.7796, -79.45237 43.77969, -79.45208 43.7802, -79.452 43.78033, -79.45195 43.78044, -79.45191 43.78051, -79.45185 43.78058, -79.45181 43.78065, -79.45174 43.78072, -79.45166 43.7808, -79.45158 43.78087, -79.45152 43.78092, -79.45147 43.78099, -79.4514 43.78105, -79.45133 43.78112, -79.45126 43.78118, -79.45115 43.78127, -79.45107 43.78136, -79.451 43.78141, -79.45075 43.78163, -79.45067 43.7817, -79.45059 43.78178, -79.45048 43.78187))"
701,Blake Ave,Finch Corridor Trl,Finch Corridor Trl,,,,Signed Route (No Pavement Markings),,,,,,,,,,,,,,0.11663689837308752,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.42365 43.78181, -79.42302 43.78194, -79.42268 43.78198, -79.42246 43.78202, -79.42224 43.78206))"
702,Sir Winston Churchill Park Trl,Spadina Rd,Russell Hill Rd,,,,Multi-Use Trail,,,,,,,,,,,,,,0.4410816832763396,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.40904 43.68222, -79.40926 43.68252, -79.40944 43.68276, -79.40952 43.68287, -79.40959 43.68294), (-79.40668 43.68249, -79.40672 43.68248, -79.40679 43.68246, -79.40679 43.68245, -79.40679 43.68244, -79.4068 43.68243, -79.4068 43.68242, -79.40682 43.68241, -79.40685 43.68239, -79.40701 43.68236, -79.40715 43.68233, -79.40725 43.68231, -79.40733 43.68229, -79.40752 43.68227, -79.40767 43.68225, -79.40774 43.68224, -79.4078 43.68224, -79.40788 43.68223, -79.40793 43.68223, -79.40798 43.68223, -79.40802 43.68224, -79.40807 43.68224, -79.40821 43.68225, -79.40832 43.68226, -79.40845 43.6823, -79.40859 43.68234, -79.40871 43.68237, -79.40882 43.68241, -79.40886 43.68243, -79.40892 43.68245, -79.40896 43.68248, -79.409 43.68251, -79.40905 43.68258, -79.40912 43.68265, -79.40918 43.68272, -79.40926 43.6828, -79.40932 43.68285, -79.40939 43.6829, -79.40943 43.68292, -79.40945 43.68293, -79.40947 43.68294, -79.40949 43.68294, -79.40952 43.68294, -79.40955 43.68294, -79.40959 43.68294), (-79.40959 43.68294, -79.40964 43.68299, -79.40967 43.68302, -79.40972 43.68303, -79.40995 43.68307, -79.41026 43.68309, -79.41038 43.6831, -79.41048 43.6831))"
703,Mimico Waterfront Park Trl,Mimico Waterfront Park Trl Branch,Humber Bay Park West Trl,,,,Multi-Use Trail,,,,,,,,,,,,,,0.5058490547758614,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.48608 43.61416, -79.48607 43.61423, -79.48606 43.61427, -79.48606 43.61431, -79.48606 43.61441, -79.48605 43.61447, -79.48604 43.61451, -79.48603 43.61454, -79.48602 43.61457, -79.486 43.61461, -79.48597 43.61465, -79.48594 43.61469, -79.48591 43.61473, -79.48589 43.61476, -79.48586 43.61481, -79.48584 43.61486, -79.48582 43.61492, -79.48581 43.61498, -79.4858 43.61502, -79.48579 43.61507, -79.48578 43.6151, -79.48576 43.61514, -79.48575 43.61517, -79.48572 43.61522, -79.48565 43.61531, -79.48557 43.61545, -79.48549 43.61558, -79.48544 43.61567, -79.48543 43.61575, -79.48542 43.61582, -79.48543 43.61588, -79.48544 43.61595, -79.48548 43.61607, -79.48551 43.61618, -79.48551 43.61625, -79.4855 43.61632, -79.48548 43.61637, -79.48545 43.61641, -79.4854 43.61646, -79.48536 43.61651, -79.48531 43.61658, -79.48527 43.61665, -79.48524 43.61673, -79.48523 43.61682, -79.48523 43.61694, -79.48522 43.61699, -79.48517 43.61706, -79.48513 43.6172, -79.48512 43.61728, -79.4851 43.61732, -79.48507 43.61735, -79.48504 43.61739, -79.485 43.61744, -79.48495 43.61749, -79.48486 43.61756, -79.48476 43.61762, -79.48463 43.61774, -79.4845 43.61786, -79.48441 43.61796, -79.48437 43.61799, -79.48433 43.61801, -79.48386 43.61805))"
704,Gaffney Park Trl,Gaffney Park Trl Branch,Royal St,,,,Multi-Use Trail - Entrance,,,,,,,,,,,,,,0.03892521790788108,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.48599 43.67165, -79.48603 43.67175, -79.48614 43.67173, -79.48625 43.67176, -79.48632 43.67178, -79.48636 43.67179))"
705,Gaffney Park Trl,Gaffney Park Trl Branch,Runnymede Rd,,,,Multi-Use Trail - Entrance,,,,,,,,,,,,,,0.041566393982688514,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.48503 43.67185, -79.48506 43.67193, -79.48496 43.67197, -79.48492 43.67203, -79.48487 43.67207, -79.48484 43.67212, -79.48483 43.67215))"
706,Waterfront Trl,16.6 M S Rouge Hills Dr,Waterfront Trl Branch,,,,Park Road,,,,,,,,,,,,,,0.5632657154954398,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.12187 43.78996, -79.12172 43.79009, -79.12134 43.79062, -79.12075 43.79144, -79.12 43.79247, -79.11939 43.79332, -79.11933 43.79351, -79.11923 43.79358, -79.11919 43.79363, -79.11876 43.79424, -79.1187 43.7943, -79.11864 43.79433, -79.11852 43.79434))"
707,Lower Don River Trl,Lower Don River Trl Branch,Lower Don River Trl Branch,,,,Multi-Use Trail,,,,,,,,,,,,,,0.12519191222665144,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.3552 43.64864, -79.35535 43.64875, -79.35542 43.64882, -79.35558 43.64893, -79.35577 43.64908, -79.35596 43.64921, -79.35617 43.64936, -79.35629 43.64944))"
708,Gaffney Park Trl,Gaffney Park Trl Branch,Norval St,,,,Multi-Use Trail - Entrance,,,,,,,,,,,,,,0.047594099454239376,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.48414 43.67208, -79.48417 43.67217, -79.48427 43.67216, -79.48433 43.67217, -79.48438 43.67219, -79.48441 43.6722, -79.48442 43.67221, -79.48442 43.67222, -79.48442 43.67223, -79.48441 43.67225, -79.48438 43.6723, -79.48437 43.67232, -79.48436 43.67235))"
709,Gaffney Park Trl,Gaffney Park Trl Branch,Criscoe St,,,,Multi-Use Trail - Entrance,,,,,,,,,,,,,,0.041688207586890146,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.48328 43.67242, -79.48331 43.6725, -79.48325 43.67253, -79.48323 43.67254, -79.48322 43.67256, -79.48321 43.67257, -79.48319 43.67259, -79.48317 43.67262, -79.48316 43.67263, -79.48316 43.67264, -79.48317 43.67265, -79.48318 43.67265, -79.48322 43.67267, -79.48326 43.67268, -79.4833 43.67269))"
710,Gaffney Park Trl,Gaffney Park Trl Branch,Ravenal St,,,,Multi-Use Trail - Entrance,,,,,,,,,,,,,,0.03469606889893147,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.48238 43.67262, -79.48243 43.6727, -79.48241 43.67271, -79.48238 43.67272, -79.48236 43.67273, -79.48235 43.67274, -79.48235 43.67274, -79.48234 43.67275, -79.48234 43.67276, -79.48234 43.67276, -79.48235 43.67277, -79.48238 43.67277, -79.4824 43.67278, -79.48241 43.67278, -79.48241 43.67279, -79.48245 43.67286))"
711,Lower Don River Trl,Lower Don River Trl Branch,Broadview Ave,,,,Multi-Use Trail,,,,,,,,,,,,,,0.6468898695506216,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.36185 43.68786, -79.36181 43.68781, -79.36173 43.68771, -79.36165 43.68763, -79.36156 43.68754, -79.36139 43.68742, -79.36121 43.6873, -79.36097 43.68717, -79.36081 43.68707, -79.36072 43.687, -79.36048 43.68686, -79.36036 43.68679, -79.36028 43.68675, -79.36021 43.68671, -79.36011 43.68667, -79.36 43.68663, -79.35991 43.68661, -79.35981 43.6866, -79.35972 43.68659, -79.35941 43.68659, -79.3593 43.68659, -79.35922 43.68658, -79.35917 43.68657, -79.35911 43.68655, -79.35903 43.68652, -79.35898 43.6865, -79.35891 43.68645, -79.35885 43.6864, -79.35879 43.68634, -79.35871 43.68627, -79.35859 43.68615, -79.35847 43.68605, -79.35841 43.68599, -79.35833 43.68591, -79.35827 43.68584, -79.35821 43.68578, -79.35813 43.68569, -79.35804 43.68559, -79.35796 43.68551, -79.35789 43.68544, -79.35782 43.68537, -79.35776 43.6853, -79.35773 43.68526, -79.3577 43.68522, -79.35767 43.68519, -79.35764 43.68514, -79.35762 43.6851, -79.35759 43.68504, -79.35757 43.68499, -79.35755 43.68488, -79.35754 43.68474, -79.35757 43.68462, -79.35758 43.68454, -79.3576 43.68447, -79.3576 43.68443, -79.3576 43.68439, -79.3576 43.68435, -79.3576 43.6843, -79.35759 43.68425, -79.35757 43.6842, -79.35755 43.68416, -79.35752 43.68411, -79.35749 43.68408, -79.35742 43.68401, -79.35735 43.68397, -79.35729 43.68393, -79.35722 43.6839, -79.35716 43.68387, -79.3571 43.68384, -79.35698 43.68383))"
712,West Highland Creek Trl,Burnt Bark Dr,West Highland Creek Trl Branch,,,,Multi-Use Trail - Entrance,,,,,,,,,,,,,,0.05356619930515075,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.31243 43.81398, -79.31249 43.81403, -79.31257 43.81408, -79.31264 43.81413, -79.31269 43.81416, -79.31274 43.8142, -79.31278 43.81424, -79.31281 43.81427, -79.31283 43.81428, -79.31283 43.8143, -79.31283 43.81432, -79.31282 43.81434))"
713,West Highland Creek Trl,West Highland Creek Trl Branch,West Highland Creek Trl Branch,,,,Multi-Use Trail,,,,,,,,,,,,,,0.17154521194066255,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.30677 43.80452, -79.30671 43.80451, -79.30666 43.80449, -79.30664 43.80448, -79.3066 43.80446, -79.30656 43.80446, -79.30653 43.80445, -79.30649 43.80445, -79.30645 43.80444, -79.3064 43.80444, -79.30633 43.80444, -79.30626 43.80444, -79.30617 43.80444, -79.30607 43.80444, -79.30602 43.80444, -79.30595 43.80444, -79.3059 43.80445, -79.30581 43.80445, -79.30573 43.80445, -79.30565 43.80445, -79.30553 43.80445, -79.30549 43.80445, -79.30543 43.80445, -79.30539 43.80446, -79.30536 43.80446, -79.30534 43.80447, -79.30531 43.80448, -79.30528 43.80449, -79.30526 43.8045, -79.30523 43.8045, -79.30519 43.80451, -79.30514 43.80451, -79.30507 43.80451, -79.30502 43.80451, -79.30498 43.80452, -79.30494 43.80452, -79.30488 43.80453, -79.30482 43.80453, -79.30475 43.80455, -79.30468 43.80457))"
714,West Highland Creek Trl,Brookmill Blvd,Bridletowne Park Trl,,,,Multi-Use Trail,,,,,,,,,,,,,,0.2910614262025549,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.31174 43.79999, -79.31183 43.80006, -79.31192 43.80013, -79.31226 43.80037, -79.31248 43.80053, -79.31275 43.80073, -79.31299 43.8009, -79.31314 43.80101, -79.31323 43.80108, -79.31335 43.80116, -79.31358 43.80134, -79.31372 43.80143, -79.31387 43.80154, -79.31402 43.80165, -79.31411 43.80172, -79.31416 43.80176, -79.31418 43.80178, -79.31419 43.8018, -79.31423 43.80188))"
715,West Highland Creek Trl,West Highland Creek Trl Branch,West Highland Creek Trl Branch,,,,Multi-Use Trail,,,,,,,,,,,,,,0.12241809852436757,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.30734 43.81093, -79.30738 43.81102, -79.30744 43.81116, -79.30752 43.81137, -79.30756 43.81148, -79.30758 43.81154, -79.3076 43.81159, -79.3076 43.81158, -79.30763 43.81152, -79.30767 43.81144, -79.3077 43.81138, -79.30775 43.81128, -79.30781 43.81119))"
716,Mccowan District Park Trl,Mccowan District Park Trl Branch,Mccowan Rd,,,,Multi-Use Trail - Entrance,,,,,,,,,,,,,,0.03711220675524397,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.23652 43.73382, -79.2364 43.7339, -79.2363 43.73399, -79.23619 43.73405))"
717,Mccowan District Park Trl,Bellamy Rd S,Eglinton Ave E,,,,Multi-Use Trail - Entrance,,,,,,,,,,,,,,0.09277796702774037,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.22822 43.74066, -79.22815 43.74069, -79.22803 43.74077, -79.22792 43.74084, -79.2278 43.74092, -79.22769 43.74098, -79.22761 43.74103, -79.22756 43.74107, -79.22755 43.74108, -79.22753 43.7411, -79.22752 43.74112, -79.22752 43.74114, -79.22755 43.74127))"
718,Finch Corridor Trl,Finch Corridor Trl Branch,Torresdale Ave,,,,Multi-Use Trail - Entrance,,,,,,,,,,,,,,0.014181829015009882,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.45407 43.77446, -79.45404 43.77447, -79.45407 43.77457))"
719,Romulus Dr,Fitzgibbon Ave,Midland Ave,,,,Sharrows - Wayfinding,,,,,,,,,,,,,,0.08315519449673621,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.26406 43.74632, -79.26389 43.74627, -79.26369 43.74623, -79.26352 43.74625, -79.2634 43.74629, -79.26329 43.74631, -79.26321 43.74633, -79.26308 43.74638))"
720,Marcos Blvd,Midland Ave,41.8 M S Lawrence Ave E,,,,Sharrows - Wayfinding,,,,,,,,,,,,,,0.9831708553663221,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.26308 43.74638, -79.26292 43.74641, -79.26273 43.74644, -79.26249 43.74648, -79.26224 43.74652, -79.26205 43.74652, -79.2618 43.74654, -79.26164 43.74654, -79.26144 43.74657, -79.26096 43.74667, -79.26089 43.74669, -79.26081 43.74672, -79.26079 43.74674, -79.26078 43.74676, -79.26077 43.74681, -79.26077 43.74686, -79.2608 43.74695, -79.26113 43.74778, -79.26114 43.74781, -79.26116 43.74784, -79.26118 43.74787, -79.26119 43.74791, -79.26119 43.74795, -79.26117 43.74799, -79.26113 43.74801, -79.26107 43.74803, -79.26101 43.74805, -79.26094 43.74806, -79.26012 43.74824, -79.25957 43.74834, -79.25905 43.74844, -79.25896 43.74846, -79.25894 43.74847, -79.25891 43.74849, -79.2589 43.74854, -79.2589 43.74859, -79.25889 43.74866, -79.25885 43.74876, -79.25879 43.74902, -79.25859 43.74958, -79.25842 43.75015, -79.25836 43.75035, -79.25808 43.75122, -79.25801 43.75139, -79.258 43.75144, -79.258 43.75147, -79.25801 43.75153, -79.25812 43.7518, -79.25827 43.75221, -79.25838 43.7525))"
721,Upper Rouge Trl,Scarborough Railpath Trl,Bald Eagle Ave,,,,Signed Route (No Pavement Markings),,,,,,,,,,,,,,0.011744860226940068,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.18561 43.81, -79.18547 43.81002))"
722,Finch Corridor Trl,Finch Corridor Trl Branch,Finch Corridor Trl Branch,,,,Multi-Use Trail,,,,,,,,,,,,,,0.1119021658095883,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.28067 43.81536, -79.2807 43.81537, -79.28072 43.81538, -79.28076 43.8154, -79.28085 43.81544, -79.28094 43.81548, -79.28103 43.81552, -79.28111 43.81557, -79.28116 43.81559, -79.28119 43.81561, -79.28121 43.81562, -79.28122 43.81562, -79.28124 43.81563, -79.28127 43.81564, -79.28129 43.81564, -79.28132 43.81564, -79.28135 43.81564, -79.28137 43.81564, -79.28139 43.81564, -79.28143 43.81564, -79.28159 43.8156, -79.28181 43.81555, -79.28192 43.81552))"
723,Gatineau Hydro Corridor Trl,Eglinton Ave E,Gatineau Hydro Corridor Trl Branch,,,,Multi-Use Trail,,,,,,,,,,,,,,1.0139566988068667,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.26497 43.73321, -79.265 43.73327, -79.26502 43.7333, -79.26502 43.73332, -79.26502 43.73333, -79.26502 43.73335, -79.26502 43.73338, -79.26501 43.73341, -79.26499 43.73347, -79.26495 43.73355, -79.26494 43.73361, -79.26493 43.73364, -79.26492 43.73366, -79.26491 43.73368, -79.26485 43.73375, -79.26479 43.73383, -79.26476 43.73386, -79.26474 43.73391, -79.26471 43.73395, -79.26469 43.73401, -79.26466 43.73406, -79.26464 43.7341, -79.26462 43.73415, -79.26461 43.73418, -79.2646 43.7342, -79.26452 43.7344, -79.26438 43.73461, -79.26434 43.73476, -79.26431 43.73484, -79.2643 43.73491, -79.26431 43.73497, -79.26433 43.73502, -79.26434 43.73504, -79.26445 43.73519, -79.26456 43.73544, -79.26468 43.73572, -79.26471 43.73579, -79.26472 43.7358, -79.26474 43.73582, -79.26477 43.73584, -79.26481 43.73587, -79.26484 43.73589, -79.26486 43.73591, -79.26487 43.73593, -79.2649 43.73599, -79.26491 43.73602, -79.26492 43.73604, -79.26492 43.73605, -79.26492 43.73607, -79.26492 43.73609, -79.26491 43.73613, -79.2649 43.73617, -79.2649 43.73618, -79.26489 43.73621, -79.2649 43.73624, -79.26494 43.73633, -79.26502 43.73651, -79.26551 43.73766, -79.26555 43.73776, -79.26558 43.73783, -79.26559 43.73786, -79.26561 43.73788, -79.26563 43.7379, -79.26566 43.73794, -79.26571 43.73797, -79.26575 43.73801, -79.26577 43.73804, -79.2658 43.7381, -79.26583 43.73816, -79.26583 43.7382, -79.26583 43.73825, -79.26582 43.73828, -79.26581 43.7383, -79.26581 43.73832, -79.26581 43.73834, -79.26581 43.73836, -79.26582 43.7384, -79.26596 43.73873, -79.26649 43.73996, -79.26651 43.74001, -79.26654 43.74004, -79.26656 43.74007, -79.26658 43.74009, -79.26661 43.74011, -79.26664 43.74013, -79.26666 43.74015, -79.26668 43.74018, -79.2667 43.74021, -79.26672 43.74025, -79.26673 43.74029, -79.26674 43.74034, -79.26673 43.74038, -79.26672 43.7404, -79.26672 43.74043, -79.26672 43.74046, -79.26672 43.74051, -79.26693 43.74101, -79.26711 43.74142, -79.26715 43.74154, -79.2672 43.74164, -79.26722 43.74168, -79.26725 43.74171, -79.26727 43.74173, -79.26729 43.74176, -79.26733 43.74178))"
724,Gatineau Hydro Corridor Trl,Gatineau Hydro Corridor Trl Branch,Benshire Dr,,,,Multi-Use Trail - Entrance,,,,,,,,,,,,,,0.17627355522089336,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.24251 43.76118, -79.24248 43.76126, -79.24246 43.76129, -79.24246 43.76131, -79.24246 43.76134, -79.24247 43.76136, -79.24247 43.76137, -79.24248 43.76141, -79.2425 43.76146, -79.24263 43.76179, -79.24265 43.76184, -79.24267 43.76188, -79.2427 43.76192, -79.24272 43.76196, -79.24275 43.76201, -79.24276 43.76204, -79.24278 43.76206, -79.24279 43.76208, -79.24281 43.7621, -79.24286 43.76216, -79.24291 43.76222, -79.24297 43.76229, -79.24302 43.76233, -79.24307 43.76238, -79.24315 43.76245, -79.24328 43.76256, -79.24332 43.76259))"
725,Gatineau Hydro Corridor Trl,Gatineau Hydro Corridor Trl Branch,Markham Rd,,,,Multi-Use Trail - Entrance,,,,,,,,,,,,,,0.14520173530572,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.22937 43.77019, -79.22958 43.77017, -79.22985 43.7701, -79.23006 43.77006, -79.23024 43.77002, -79.2303 43.77001, -79.23036 43.76999, -79.23043 43.76998, -79.23047 43.76997, -79.23052 43.76997, -79.23056 43.76997, -79.23061 43.76997, -79.23067 43.76998, -79.23074 43.76999, -79.23078 43.77, -79.23082 43.77001, -79.23086 43.77002, -79.23089 43.77003, -79.23092 43.77005, -79.23094 43.77006, -79.23096 43.77007, -79.23098 43.77008, -79.231 43.7701, -79.23102 43.77011, -79.23103 43.77012, -79.23106 43.77014))"
726,Mccowan District Park Trl,Mccowan District Park Trl Branch,Bellamy Rd S,,,,Multi-Use Trail,,,,,,,,,,,,,,0.06439641404705612,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.2289 43.74036, -79.22883 43.74039, -79.22874 43.74044, -79.22868 43.74048, -79.22863 43.7405, -79.22855 43.74054, -79.2285 43.74057, -79.22843 43.74059, -79.22836 43.74061, -79.22822 43.74066))"
727,Scarborough Railpath Trl,C P R,Scarborough Railpath Trl Branch,,,,Multi-Use Trail - Boulevard,,,,,,,,,,,,,,0.2316140766210965,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.21508 43.81901, -79.21511 43.81903, -79.21545 43.81926, -79.21557 43.81935, -79.21569 43.81942, -79.21579 43.81949, -79.21587 43.81954, -79.21595 43.81958, -79.21602 43.81962, -79.21609 43.81966, -79.21621 43.81972, -79.21637 43.81979, -79.21651 43.81984, -79.21662 43.81988, -79.21671 43.81991, -79.21681 43.81994, -79.21697 43.81999, -79.2171 43.82002, -79.21733 43.82006, -79.21749 43.8201))"
728,Wellesley St E,Sumach St,5.4 M E Wellesley Park Trl,,,,Signed Route (No Pavement Markings),,,,,,,,,,,,,,0.10211408669625957,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.36403 43.66939, -79.36358 43.66948, -79.36288 43.66963, -79.36281 43.66964))"
729,Rouge River Dr,Bald Eagle Ave,Sheppard Ave E,,,,Signed Route (No Pavement Markings),,,,,,,,,,,,,,0.6061945022281717,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.18039 43.80629, -79.18058 43.80676, -79.1807 43.80703, -79.181 43.80759, -79.18101 43.8076, -79.18102 43.80763, -79.18103 43.80765, -79.18104 43.80768, -79.18106 43.80771, -79.18107 43.80774, -79.18109 43.80778, -79.1811 43.8078, -79.18111 43.80782, -79.18112 43.80784, -79.18113 43.80787, -79.18114 43.80788, -79.18115 43.80791, -79.18117 43.80795, -79.18118 43.80797, -79.1812 43.80801, -79.18121 43.80804, -79.18122 43.80805, -79.18123 43.80808, -79.18125 43.80812, -79.18126 43.80814, -79.18128 43.80818, -79.18129 43.80821, -79.18131 43.80824, -79.18132 43.80827, -79.18133 43.80829, -79.18134 43.80832, -79.18136 43.80835, -79.18137 43.80838, -79.18138 43.8084, -79.18139 43.80842, -79.1814 43.80844, -79.18142 43.80848, -79.18143 43.80851, -79.18144 43.80852, -79.18145 43.80855, -79.18147 43.80859, -79.18148 43.80861, -79.1815 43.80865, -79.18151 43.80868, -79.18153 43.80871, -79.18154 43.80874, -79.18155 43.80876, -79.18156 43.80878, -79.18158 43.80882, -79.18159 43.80885, -79.18161 43.80888, -79.18162 43.80891, -79.18164 43.80895, -79.18165 43.80897, -79.18166 43.80899, -79.18167 43.80902, -79.18169 43.80905, -79.1817 43.80908, -79.18172 43.80912, -79.18173 43.80915, -79.18173 43.80915, -79.18179 43.8092, -79.18186 43.80924, -79.18196 43.80929, -79.18209 43.80932, -79.18222 43.80934, -79.18234 43.80935, -79.18247 43.80934, -79.1826 43.80933, -79.18283 43.80927, -79.18491 43.80883))"
730,Monarch Park Trl,Felstead Ave,Woodfield Rd,,,,Multi-Use Trail - Existing Connector,,,,,,,,,,,,,,0.4410067487460526,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.3268 43.67885, -79.32676 43.67882, -79.32669 43.67865, -79.3266 43.67846, -79.32655 43.6783, -79.32644 43.67808, -79.3264 43.67796, -79.32638 43.67789, -79.32628 43.67771, -79.32621 43.67755, -79.32615 43.67736, -79.32612 43.67722, -79.32612 43.67718, -79.32611 43.67715, -79.32611 43.67711, -79.32611 43.67708, -79.32612 43.677, -79.32613 43.67693, -79.32614 43.67689, -79.32614 43.67687, -79.32616 43.67684, -79.32618 43.6768, -79.3262 43.67677, -79.32621 43.67675, -79.32624 43.67673, -79.32627 43.6767, -79.32632 43.67666, -79.32636 43.67663, -79.3264 43.67659), (-79.32675 43.67711, -79.32666 43.67713, -79.32666 43.6771, -79.32665 43.67709, -79.32665 43.67707, -79.32657 43.67689, -79.32656 43.67686, -79.32655 43.67684, -79.32652 43.67681, -79.32649 43.67678, -79.32646 43.67674, -79.32644 43.67672, -79.32643 43.6767, -79.32642 43.67668, -79.32641 43.67665, -79.3264 43.67664, -79.3264 43.67662, -79.3264 43.67659), (-79.3264 43.67659, -79.32642 43.67657, -79.32642 43.67655, -79.32641 43.6765, -79.32638 43.67645, -79.32634 43.67641, -79.32625 43.67629, -79.3261 43.67611, -79.32607 43.67608, -79.32604 43.67606, -79.32601 43.67604, -79.32597 43.67603, -79.32592 43.67601, -79.32588 43.67599, -79.32585 43.67598, -79.3258 43.67597, -79.32575 43.67596, -79.32567 43.67593, -79.32566 43.67593))"
731,Martin Goodman / Waterfront Trl,Saskatchewan Rd,Martin Goodman Trl Branch,,,,Multi-Use Trail - Entrance,,,,,,,,,,,,,,0.16484036045234657,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.42233 43.63128, -79.42245 43.63186, -79.42251 43.63211, -79.42257 43.63241, -79.42261 43.63262, -79.42263 43.63275))"
732,Martin Goodman / Waterfront Trl,45.6 M E Aquatic Dr,Martin Goodman Trl Branch,,,,Multi-Use Trail,,,,,,,,,,,,,,0.11584396058662275,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.42322 43.63, -79.42465 43.62989))"
733,Mimico Waterfront Park Trl,Superior Ave,Mimico Waterfront Park Trl Branch,,,,Multi-Use Trail - Boulevard,,,,,,,,,,,,,,0.10371511020246528,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.48608 43.61416, -79.48611 43.61419, -79.48614 43.61422, -79.48616 43.61423, -79.48624 43.61426, -79.48636 43.61431, -79.48724 43.61455))"
734,West Toronto Rail Path Trl,West Toronto Rail Path Trl Branch,Osler St,,,,Multi-Use Trail - Entrance,,,,,,,,,,,,,,0.06236342043221529,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.45769 43.66511, -79.45758 43.66515, -79.45697 43.66531))"
