object_id,bike_route,street_nam,bikeway_ty,subtype,status,street_seg,overall_di,bikeway_di,vehicle_di,speed_limi,surface_ty,aaa_networ,aaa_segmen,w_n_bound_,e_s_bound_,snow_remov,segment_le,year_of_co,constructi,upgrade_ye,notes,OID_1,object_i_1,ID_DATAENT,ID_ROUTE,CHECK_FLAG,EXCL_FLAG,EXCL_REAS,ENTRY_ORDE,ADJ_ROUTE,FROM_STR,ORIG_ROUTE,ORIG_STREE,ROUTE_NAME,STRT_NAME,TO_STR,ATR_AAA_N0,ATR_AAA_S0,ATR_BIKEW0,ATR_ES_BO0,ATR_ORIG_0,ATR_OVERA0,ATR_SEGME0,ATR_SEGME1,ATR_SNOW_0,ATR_SPEED0,ATR_STATUS,ATR_SUBTY0,ATR_SURFA0,ATR_TYPE_0,ATR_TYPE_1,ATR_VEHIC0,ATR_WN_BOU,INST_COMM,INST_DT_M,INST_TMIN,INST_TYPE,INST_DATE,INST_YR,UPGR1_COMM,UPGR1_DT_M,UPGR1_TMIN,UPGR1_TYPE,UPGR1_DATE,UPGR1_YR,UPGR2_COMM,UPGR2_DT_M,UPGR2_TMIN,UPGR2_TYPE,UPGR2_DATE,UPGR2_YR,GEN_COMM,NOTES_ORIG,GEO_POINT,GEOJSON_G,GEOJSON_I,POST2019,MAPS_URL,geometry_crs,geometry
297695,Heather,W 52nd Ave,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,51.67117030281997,year const-source unknown,,,2209,297695,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1209 49.22356, -123.1216 49.22345, -123.1216 49.22345)"
297698,Yukon,Yukon,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,47.44999853192009,,,,2210,297698,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1123 49.24562, -123.1123 49.24605)"
297701,Yukon,Yukon,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,24.43657017032009,,,,2211,297701,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1122 49.24767, -123.1122 49.24789)"
297702,Yukon,Yukon,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,21.75096660502009,,,,2212,297702,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1127 49.25137, -123.1127 49.25156)"
297707,Cypress,W 68th Ave,Local Street,,Active,Residential,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,116.04412061801996,year const- Peter Stary,,,2213,297707,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.142 49.21054, -123.1436 49.21056)"
297708,Cypress,Angus Drive,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,20.70797342721996,year const- Peter Stary,,,2214,297708,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1483 49.21773, -123.1483 49.21755)"
297709,Cypress,Cypress,Local Street,,Active,Residential,NS,2W,2W,30,Paved,YES,YES,Local Street,Local Street,Yes,0,93.23423558251996,Upgrade to AAA in 2019,2018,,2215,297709,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1481 49.2655, -123.1481 49.26466)"
297713,BC Parkway,Vanness,Protected Bike Lanes,OSS,Active,Off-street,EW,BD,Off Street,,Paved,NO,YES,Protected Bike Lanes,Protected Bike Lanes,No,0,284.06985092152007,pre-2007,,,2216,297713,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0603 49.25021, -123.0603 49.25021, -123.057 49.24884)"
297716,Windsor,Windsor,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,30.96027008682003,,,,2217,297716,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0834 49.25849, -123.0834 49.25876)"
297720,Windsor,Windsor,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,10.26310389682003,,,,2218,297720,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0848 49.23463, -123.0848 49.23472, -123.0848 49.23472)"
297722,Windsor,Windsor,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,195.34041858172003,,,,2219,297722,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0847 49.23648, -123.0847 49.23648, -123.0847 49.23824)"
297723,Windsor,E 33rd Ave,Protected Bike Lanes,OSB,Active,Off-street,NS,BD,Off Street,,Paved,NO,YES,Protected Bike Lanes,Protected Bike Lanes,No,0,18.04188814542003,,,,2220,297723,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0841 49.24026, -123.0841 49.24042)"
297726,Portside,Wall,Local Street,,Active,Residential,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,Yes,0,147.02589570961999,Year const -source unknown,,,2221,297726,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0565 49.29069, -123.0563 49.29073, -123.0563 49.29073, -123.0546 49.29108)"
297728,Inverness,Inverness,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,47.17264140832003,year const- source unknown,,,2222,297728,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0801 49.21815, -123.0801 49.21772)"
297732,Beach,Beach Crescent,Local Street,,Active,Residential,EW,2W,2W,30,Paved,YES,YES,Local Street,Local Street,Yes,0,106.18332416162011,pre 2011,,,2223,297732,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1346 49.27679, -123.1354 49.27758)"
297735,Ridgeway,Nanaimo,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,233.33534161991998,year const- source unknown,,,2224,297735,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.059 49.22941, -123.059 49.22961, -123.059 49.22961, -123.0589 49.23081, -123.0589 49.2315)"
297736,Ridgeway,Nanaimo,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,58.72289475581998,year const- source unknown,,,2225,297736,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0589 49.23286, -123.0589 49.23286, -123.0589 49.23339)"
297737,Ridgeway,Nanaimo,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,55.87434979711998,year const- source unknown,,,2226,297737,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0588 49.2354, -123.0588 49.2359)"
297740,Ridgeway,Quadra,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,50.38977548072013,,,,2227,297740,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1792 49.2551, -123.1792 49.25465)"
297744,Ridgeway,E 45th Ave,Local Street,,Active,Residential,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,Yes,0,245.80361528841998,year const- source unknown,,,2228,297744,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0454 49.22931, -123.0459 49.22932, -123.0488 49.22934)"
297745,Ridgeway,E 45th Ave,Local Street,,Active,Residential,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,32.15354106531998,year const- source unknown,,,2229,297745,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0382 49.22928, -123.0386 49.22928)"
297746,Ridgeway,E 45th Ave,Local Street,,Active,Residential,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,120.93202359511998,year const- source unknown,,,2230,297746,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0386 49.22928, -123.0388 49.22928, -123.0403 49.22929)"
297747,Ridgeway,E 45th Ave,Local Street,,Active,Residential,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,30.87336145371998,year const- source unknown,,,2231,297747,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0274 49.22924, -123.0278 49.22924)"
297748,Ridgeway,E 45th Ave,Local Street,,Active,Residential,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,Yes,0,151.10798337241998,year const- source unknown,,,2232,297748,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0321 49.22926, -123.0339 49.22927, -123.0342 49.22927)"
297750,Adanac,Adanac,Local Street,,Active,Residential,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,Yes,0,12.68603547211993,,,,2233,297750,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.032 49.27744, -123.0318 49.27744)"
297751,Adanac,Adanac,Local Street,,Active,Residential,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,Yes,0,41.22560153781993,,,,2234,297751,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0308 49.27744, -123.0304 49.27744, -123.0302 49.27744)"
297758,Pacific,Pacific Blvd,Painted Lanes,NB,Active,Arterial,NS,OW,OW,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,0,42.06906869812003,,,,2235,297758,565,VAN-R58,N,N,,622,Y,Install Homer St,Pacific,Pacific Blvd,Pacific,Pacific Blvd,Install Smithe St,NO,NO,OW,Painted Lanes,Painted Lanes,NS,42.0690687,Arterial,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,OW,Painted Lanes,"Painted lane, no apparent upgrades: https://www.google.com/maps/@49.2739607,-123.1219687,3a,75y,236.39h,67.12t/data=!3m7!1e1!3m5!1svfZrjQMgYEdzscP2ugzT9Q!2e0!5s20220601T000000!7i16384!8i8192 . Pre-2009: https://www.google.com/maps/@49.273919,-123.1219313",STSAT,PL,PL,Pre-2009,2003,,,,,,0,,,,,,0,,,"49.27431609379134, -123.11437549216365","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.11462560748673, 49.27422249904677], [-123.11459323918162, 49.27423095964516], [-123.11412650459778, 49.274413162192495]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.11462560748673, 49.27422249904677], [-123.11459323918162, 49.27423095964516], [-123.11412650459778, 49.274413162192495]] }",0,https://www.google.com/maps/place/49.27431609379134 -123.11437549216365,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1146 49.27422, -123.1146 49.27423, -123.1141 49.27441)"
297760,Comox-Helmcken,Comox,Painted Lanes,PBT,Active,Residential,EW,CFlow,OW,30,Paved,YES,YES,Local Street,Painted Lanes,Yes,0,120.64879789492013,new paving erased line mark-2015...,,,2236,297760,148,VAN-R14,N,N,,214,N2,Install from Cardero St.,Comox-Helmcken,Comox,Comox-Helmcken,Comox,Install to Broughton St.,YES,YES,CFlow,Painted Lanes,Painted Lanes,EW,120.6487979,Residential,Yes,30,Active,PBT,Paved,Painted Lanes,Painted Lanes,OW,Local Street,"PBBL one side, shared lane other side, install 2013: https://www.google.com/maps/@49.2860847,-123.1357279,3a,75y,298.89h,81.07t/data=!3m7!1e1!3m5!1sBJ7qiRoQrxsH-kg0VGR8fA!2e0!5s20120501T000000!7i13312!8i6656 .",BLOG,BUF,PBBL + SSNDL,13-Jun,2013,,,,,,0,,,,,,0,,,"49.285480183961205, -123.13477000728477","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.13535946101509, 49.28586196809989], [-123.13418055355446, 49.28509839982254]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.13535946101509, 49.28586196809989], [-123.13418055355446, 49.28509839982254]] }",0,https://www.google.com/maps/place/49.285480183961205 -123.13477000728477,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1354 49.28586, -123.1342 49.2851)"
297761,Burrard,Burrard,Protected Bike Lanes,SL,Active,Arterial,NS,2W,2W,50,Paved,YES,YES,Protected Bike Lanes,Protected Bike Lanes,Yes,0,54.79476557492006,PL to PBL 2017,2017,,2237,297761,84,VAN-R06,N,N,,102,N2,Upgrade from Pacific St,Burrard,Burrard,Burrard,Burrard,Upgrade to Burnaby St,YES,YES,2W,Protected Bike Lanes,Protected Bike Lanes,NS,54.79476557,Arterial,Yes,50,Active,SL,Paved,Protected Bike Lanes,Protected Bike Lanes,2W,Protected Bike Lanes,"PL x1 prior to install: https://www.google.com/maps/@49.2782332,-123.1305152,3a,75y,251.7h,77.17t/data=!3m7!1e1!3m5!1si384r5AL2diu30_sYd08JQ!2e0!5s20160501T000000!7i13312!8i6656 . See one side PL in 2009: https://www.google.com/maps/@49.2781814,-123.1304",STSAT,PL,PL x1,,2006,"pbl-1 boths sides: https://www.google.com/maps/@49.2776129,-123.1314309,3a,75y,223.43h,75.95t/data=!3m7!1e1!3m5!1siKHdBd3JvxLbkM06AUV6Fg!2e0!5s20181001T000000!7i16384!8i8192",NEWS,PBL,PBL-1,17-Dec,2017,,,,,,0,,https://globalnews.ca/news/3913750/burrard-bike-lane-business/,"49.2782004429144, -123.13051047214935","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.1302456338735, 49.278375689382266], [-123.13077531042522, 49.27802519644653]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.1302456338735, 49.278375689382266], [-123.13077531042522, 49.27802519644653]] }",0,https://www.google.com/maps/place/49.2782004429144 -123.13051047214935,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1302 49.27838, -123.1308 49.27803)"
297762,Burrard,Burrard,Painted Lanes,NB,Active,Arterial,NS,OW,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,0,55.39928349302006,,,,2238,297762,278,VAN-R06,N,N,,125,N3,Install from Comox St,Burrard,Burrard,Burrard,Burrard,Install to W Hastings St.,NO,NO,OW,Painted Lanes,Painted Lanes,NS,55.39928349,Arterial,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,"PL one side, along entire install, no upgrades since: https://www.google.com/maps/@49.2815449,-123.125561,3a,75y,210.65h,74.13t/data=!3m7!1e1!3m5!1s8_LuSB7c4IhPoObpZLqZ6A!2e0!5s20090401T000000!7i13312!8i6656 point 1 https://www.google.com/maps/@49.282857",STSAT,PL,PL x1,Pre-2007,2006,,,,,,0,,,,,,0,,,"49.28136450002101, -123.12572828456442","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.12546049967533, 49.2815416748406], [-123.1259960694535, 49.28118732520144]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.12546049967533, 49.2815416748406], [-123.1259960694535, 49.28118732520144]] }",0,https://www.google.com/maps/place/49.28136450002101 -123.12572828456442,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1255 49.28154, -123.126 49.28119)"
297768,Adanac,Adanac,Local Street,,Active,Residential,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,Yes,0,14.02003813441993,,,,2239,297768,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0314 49.27744, -123.0313 49.27744)"
297770,Keefer,Keefer,Local Street,,Active,Residential,EW,2W,2W,50,Paved,NO,NO,Local Street,Local Street,No,0,141.81688431161993,year const-  Peter Stary 30kmh-school days,,,2240,297770,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0955 49.2794, -123.0935 49.27936)"
297774,Gladstone,Gladstone,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,60.14297492872005,const date-source unknown,,,2241,297774,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0605 49.24846, -123.0605 49.24813, -123.0605 49.24792)"
297775,Gladstone,Gladstone,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,126.68111181532005,const date-source unknown,,,2242,297775,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0604 49.25001, -123.0605 49.24887, -123.0605 49.24887)"
297779,Alexander,Alexander,Local Street,,Active,Residential,EW,2W,2W,30,Paved,YES,YES,Local Street,Local Street,Yes,0,54.37822590892018,,,,2243,297779,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0995 49.28409, -123.0988 49.28408)"
297784,Cardero,Cardero,Shared Lanes,,Active,Arterial,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,18.61344622182006,,,,2244,297784,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1316 49.28991, -123.1318 49.28979)"
297785,Cardero,Cardero,Shared Lanes,,Active,Arterial,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,33.77961002502006,,,,2245,297785,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.132 49.28966, -123.1323 49.28944)"
297787,Cardero,Cardero,Protected Bike Lanes,OSS,Active,Off-street,NS,2W,Off Street,,Paved,NO,YES,Protected Bike Lanes,Protected Bike Lanes,No,0,55.00337948812006,,,,2246,297787,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1392 49.28487, -123.1397 49.28451, -123.1397 49.28451)"
297791,Seaside Bypass,NW Marine Dr,Painted Lanes,NB,Active,Sec Arterial,EW,2W,2W,30,Paved,NO,NO,Painted Lanes,Shared Lanes,Yes,0,228.64550153522017,,,,2247,297791,531,VAN-R24,N,N,,323,N1,Install north of Blanca St.,Seaside Bypass,NW Marine Dr,Seaside Bypass,NW Marine Dr,Install to intersection north of Belmost and NW Marine Dr.,NO,NO,2W,Shared Lanes,Painted Lanes,EW,228.6455015,Sec Arterial,Yes,30,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,"PL both sides, parking adjascent, installed 2017 sometime after 09/2017 according to satellite data. https://www.google.com/maps/@49.2744737,-123.2102091,3a,75y,100.51h,68.26t/data=!3m7!1e1!3m5!1sNelJBmkp5SaTFwwqP3AwNA!2e0!5s20181001T000000!7i16384!8i819",MISC,PL,PL,Sept - Dec 2017,2017,,,,,,0,,,,,,0,,,"49.27465986444217, -123.20718584291367","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.20565751352605, 49.27490283967757], [-123.20565756436622, 49.27490283329045], [-123.20854962561104, 49.274441562667064], [-123.20871611921167, 49.27444417738748]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.20565751352605, 49.27490283967757], [-123.20565756436622, 49.27490283329045], [-123.20854962561104, 49.274441562667064], [-123.20871611921167, 49.27444417738748]] }",0,https://www.google.com/maps/place/49.27465986444217 -123.20718584291367,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.2057 49.2749, -123.2057 49.2749, -123.2085 49.27444, -123.2087 49.27444)"
297799,22nd Ave,E 22nd Ave,Shared Lanes,,Active,Collector,EW,2W,2W,50,Paved,NO,NO,Shared Lanes,Shared Lanes,Yes,0,64.29183774582009,Paint,,,2248,297799,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0262 49.25066, -123.0262 49.25066, -123.0261 49.25065, -123.0254 49.25065)"
297804,Burrard,Burrard,Protected Bike Lanes,SL,Active,Arterial,NS,2W,2W,50,Paved,YES,YES,Painted Lanes,Protected Bike Lanes,Yes,0,49.59464487222016,,,,2249,297804,284,VAN-R06,N,N,,129,N1,Install from W 1st Ave,Burrard,Burrard,Burrard,Burrard,Install to W4th Ave,YES,YES,2W,Protected Bike Lanes,Protected Bike Lanes,NS,49.59464487,Arterial,Yes,50,Active,SL,Paved,Protected Bike Lanes,Protected Bike Lanes,2W,Painted Lanes,"PBL1 way southbound only, PL going northbound, both installed 2016, no bikways before install: https://www.google.com/maps/@49.2691263,-123.1456603,3a,67.8y,15.93h,79.69t/data=!3m7!1e1!3m5!1soEI0DDvmvIuqqQS2N9MJvg!2e0!5s20170501T000000!7i13312!8i6656 Sum",NEWS,PBL,PBL-1/PL,Summer 2016,2016,"No upgrades since install: https://www.google.com/maps/@49.2691127,-123.1456642,3a,75y,15.93h,79.69t/data=!3m7!1e1!3m5!1sRMvvdDedwKmEWQQqjp6MxQ!2e0!5s20221101T000000!7i16384!8i8193",,,,,0,,,,,,0,,,"49.26912109986786, -123.14559913454963","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.14558109525458, 49.26934384373552], [-123.14561717384466, 49.26889835600021]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.14558109525458, 49.26934384373552], [-123.14561717384466, 49.26889835600021]] }",0,https://www.google.com/maps/place/49.26912109986786 -123.14559913454963,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1456 49.26934, -123.1456 49.2689)"
297806,33rd Ave,W 33rd Ave,Protected Bike Lanes,R,Active,Collector,EW,2W,2W,50,Paved,NO,YES,Protected Bike Lanes,Painted Lanes,Yes,0,158.32432317562016,,,,2250,297806,694,VAN-R66,N,N,,716,N2,Install from Willow St,33rd Ave,W 33rd Ave,33rd Ave,W 33rd Ave,Install to Heather St.,NO,YES,2W,Painted Lanes,Protected Bike Lanes,EW,158.3243232,Collector,Yes,50,Active,R,Paved,Protected Bike Lanes,Protected Bike Lanes,2W,Protected Bike Lanes,"No bikeway before 2015, Reference for PBL and PBBL: https://www.google.com/maps/@49.2412147,-123.1215802,3a,75y,287.61h,71.36t/data=!3m7!1e1!3m5!1sOpKPsNr0vhRLKwvDBLu96Q!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DOpK",STSAT,PBL,PBL-1 & PBBL,May-July 2015,2015,,,,,,0,,,,,,0,,,"49.241205823634694, -123.12173052001681","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.12064474900788, 49.24116499301131], [-123.12280041605075, 49.241246057253264], [-123.1228162909053, 49.24124665745143]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.12064474900788, 49.24116499301131], [-123.12280041605075, 49.241246057253264], [-123.1228162909053, 49.24124665745143]] }",0,https://www.google.com/maps/place/49.241205823634694 -123.12173052001681,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1206 49.24116, -123.1228 49.24125, -123.1228 49.24125)"
297809,BC Parkway,Penticton,Local Street,,Active,Residential,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,46.03185854621986,,,,2251,297809,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.052 49.24628, -123.052 49.24609, -123.052 49.24586)"
297813,Keefer,Keefer,Local Street,,Active,Residential,EW,2W,2W,50,Paved,NO,NO,Local Street,Local Street,No,0,54.47495897721993,year const-  Peter Stary 30kmh-school days,,,2252,297813,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0962 49.27942, -123.0955 49.2794)"
297822,Kerr,Kerr,Protected Bike Lanes,R,Active,Off-street,NS,BD,Off Street,,Paved,NO,YES,Protected Bike Lanes,Protected Bike Lanes,No,0,91.57685106802011,,,,2253,297822,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0423 49.20653, -123.0423 49.20647, -123.0423 49.2057)"
