OID_,ID_CITY,bike_rout0,street_na0,bikeway_t0,subtype,status,street_se0,overall_d0,bikeway_d0,vehicle_d0,speed_lim0,surface_t0,aaa_netwo0,aaa_segme0,w_n_bound0,e_s_bound0,snow_remo0,year_of_c0,construct0,upgrade_y0,notes,ID_DATAENTRY,ID_ROUTE,DPR_CHECK_FLAG,DPR_ENTRY,DPR_EXCL_FLAG,DPR_EXCL1318_REASON,DPR_INCL_1318,DPR_INCL_LEN_1023,DPR_ORDER,LOC_ADJ_IN_ROUTE,LOC_FROM_STREET,LOC_ORIG_ROUTE_NAME,LOC_ORIG_STREET_NAME,LOC_ROUTE_NAME,LOC_STREET_NAME,LOC_TO_STREET,ATR_AAA_NETWORK,ATR_AAA_SEGMENT,ATR_BIKEWAY_DIRECTION,ATR_ES_BOUNDTYPE,ATR_ORIG_TYPE,ATR_OVERALL_DIRECTION,ATR_SEGMENT_LENGTH,ATR_SEGMENT_TYPE,ATR_SNOW_REMOVAL,ATR_SPEEDLIMIT_CITY,ATR_STATUS,ATR_SUBTYPE,ATR_SURFACE_TYPE,ATR_TYPE_CITY,ATR_TYPE_CURRENT,ATR_VEHICLE_DIRECTION,ATR_WN_BOUNDTYPE,INST_MIN_TRANSFORM,INST_COMMENTS,INST_DT_METHOD,INST_INCL_1318,INST_MIN_HTYPE,INST_TYPE,INST_WINDOW,INST_YR,INST_YR_ORIG,UPGR1_MIN_TRANSFORM,UPGR1_COMMENTS,UPGR1_DT_METHOD,UPGR1_INCL1318,UPGR1_MIN_HTYPE,UPGR1_TYPE,UPGR1_WINDOW,UPGR1_YR,UPGR1_YR_CITY,UPGR1_YR_ORIG,UPGR2_COMMENTS,UPGR2_DT_METHOD,UPGR2_MIN_TYPE,UPGR2_TYPE,UPGR2_WINDOW,UPGR2_YR,GENERAL_COMMENTS,CONSTRUCTION_NOTE,NOTES_ORIG,GEO_2D_POINT,GEO_JSON_GROUP,GEO_JSON_INDIV,GEO_XY_STRING,Categorized_Infra,MAP_LINK
3255,296478,Comox-Helmcken,Helmcken,Protected Bike Lanes,SL,Active,Arterial,EW,BD,OW,50,Paved,YES,YES,Protected Bike Lanes,Protected Bike Lanes,Yes,2013, , , ,154,VAN-R14,N,COMPLETE,N, ,Yes,Y,219,N4,Install Burrard,Comox-Helmcken,Helmcken,Comox-Helmcken,Helmcken,Install to Hornby St.,YES,YES,BD,Protected Bike Lanes,Protected Bike Lanes,EW,49.68182545,Arterial,Yes,50,Active,SL,Paved,Protected Bike Lanes,Protected Bike Lanes,OW,Protected Bike Lanes,NtoPBL,"PBL 2 way, June 2013 previously added - https://www.google.com/maps/@49.2796072,-123.1267218,3a,75y,235.07h,68.45t/data=!3m7!1e1!3m5!1sIjhkLxoTmrdIMlz_Tr7iVw!2e0!5s20160501T000000!7i13312!8i6656 https://westendneighbours.wordpress.com/archives/comox-helm",BLOG,Y,PBL,PBL-2,13-Jun,2013,2013, , , ,N, , , ,,,, , , , , ,, , , ,"49.27963035765033, -123.1268117975892","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.12705471064696, 49.27978743253641], [-123.12656888453144, 49.27947328276426]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.12705471064696, 49.27978743253641], [-123.12656888453144, 49.27947328276426]] }","[-123.12705471064696, 49.27978743253641], [-123.12656888453144, 49.27947328276426]",0,https://www.google.com/maps/place/49.27963035765033 -123.1268117975892
3254,296477,Comox-Helmcken,Helmcken,Protected Bike Lanes,SL,Active,Arterial,EW,BD,OW,50,Paved,YES,YES,Protected Bike Lanes,Protected Bike Lanes,Yes,2013, , , ,153,VAN-R14,N,COMPLETE,N, ,Yes,Y,218,N4,Install Burrard,Comox-Helmcken,Helmcken,Comox-Helmcken,Helmcken,Install to Hornby St.,YES,YES,BD,Protected Bike Lanes,Protected Bike Lanes,EW,54.6809669,Arterial,Yes,50,Active,SL,Paved,Protected Bike Lanes,Protected Bike Lanes,OW,Protected Bike Lanes,NtoPBL,"PBL 2 way, June 2013 previously added - https://www.google.com/maps/@49.2796072,-123.1267218,3a,75y,235.07h,68.45t/data=!3m7!1e1!3m5!1sIjhkLxoTmrdIMlz_Tr7iVw!2e0!5s20160501T000000!7i13312!8i6656 https://westendneighbours.wordpress.com/archives/comox-helm",BLOG,Y,PBL,PBL-2,13-Jun,2013,2013, , , ,N, , , ,,,, , , , , ,, , , ,"49.27996031587881, -123.12732206347992","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.12758941631286, 49.28013319922121], [-123.12705471064696, 49.27978743253641]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.12758941631286, 49.28013319922121], [-123.12705471064696, 49.27978743253641]] }","[-123.12758941631286, 49.28013319922121], [-123.12705471064696, 49.27978743253641]",0,https://www.google.com/maps/place/49.27996031587881 -123.12732206347992
3438,297038,Comox-Helmcken,Comox,Protected Bike Lanes,SL,Active,Residential,EW,BD,OW,50,Paved,YES,YES,Protected Bike Lanes,Protected Bike Lanes,Yes,2013, , , ,151,VAN-R14,N,COMPLETE,N, ,Yes,Y,217,N3,Thurlow St,Comox-Helmcken,Comox,Comox-Helmcken,Comox,Burrard St.,YES,YES,BD,Protected Bike Lanes,Protected Bike Lanes,EW,206.0846128,Residential,Yes,50,Active,SL,Paved,Protected Bike Lanes,Protected Bike Lanes,OW,Protected Bike Lanes,NtoPBL,"PBL-2 way, no bikeway before 2013, same installation date as route (june 2013)",BLOG,Y,PBL,PBL-2,13-Jun,2013,2013, , , ,N, , , ,,,, , , , , ,, , , ,"49.281138305379756, -123.12806273655228","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.1290696093779, 49.28179038344988], [-123.12705586372668, 49.28048622730962]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.1290696093779, 49.28179038344988], [-123.12705586372668, 49.28048622730962]] }","[-123.1290696093779, 49.28179038344988], [-123.12705586372668, 49.28048622730962]",0,https://www.google.com/maps/place/49.281138305379756 -123.12806273655228
1979,297040,Comox-Helmcken,Comox,Painted Lanes,PBT,Active,Residential,EW,CFlow,OW,30,Paved,YES,YES,Painted Lanes,Local Street,Yes,2013, , , ,150,VAN-R14,N,COMPLETE,N, ,Yes,Y,216,N3,Bute St.,Comox-Helmcken,Comox,Comox-Helmcken,Comox,Thurlow St.,YES,YES,CFlow,Local Street,Painted Lanes,EW,221.3039167,Residential,Yes,30,Active,PBT,Paved,Painted Lanes,Painted Lanes,OW,Painted Lanes,NtoBUF,"PBBL x1 side of road only, no bikeway prior to 2013: https://www.google.com/maps/@49.282406,-123.1300237,3a,75y,137.33h,65.74t/data=!3m7!1e1!3m5!1s3mDqXqlo_S5dDBdkT3_EXg!2e0!5s20140501T000000!7i13312!8i6656",BLOG,Y,BUF,PBBL x1,13-Jun,2013,2013, , , ,N, , , ,,,, , , , , ,, , , ,"49.28249045183557, -123.13015111916714","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.13123262895635, 49.283190520221254], [-123.1290696093779, 49.28179038344988]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.13123262895635, 49.283190520221254], [-123.1290696093779, 49.28179038344988]] }","[-123.13123262895635, 49.283190520221254], [-123.1290696093779, 49.28179038344988]",0,https://www.google.com/maps/place/49.28249045183557 -123.13015111916714
2393,298245,Comox-Helmcken,Comox,Painted Lanes,PBT,Active,Residential,EW,CFlow,OW,30,Paved,YES,YES,Painted Lanes,Local Street,Yes,2013, , , ,149,VAN-R14,N,COMPLETE,N, ,Yes,Y,215,N2,Install from Cardero St.,Comox-Helmcken,Comox,Comox-Helmcken,Comox,Install to Broughton St.,YES,YES,CFlow,Local Street,Painted Lanes,EW,120.782936,Residential,Yes,30,Active,PBT,Paved,Painted Lanes,Painted Lanes,OW,Painted Lanes,NtoBUF,"PBBL one side, shared lane other side, install 2013: https://www.google.com/maps/@49.2860847,-123.1357279,3a,75y,298.89h,81.07t/data=!3m7!1e1!3m5!1sBJ7qiRoQrxsH-kg0VGR8fA!2e0!5s20120501T000000!7i13312!8i6656 .",BLOG,Y,BUF,PBBL + SSNDL,13-Jun,2013,2013, , , ,N, , , ,,,, , , , , ,, , , ,"49.286244171306315, -123.13594958729729","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.13653971357951, 49.286626374512736], [-123.13535946101509, 49.28586196809989]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.13653971357951, 49.286626374512736], [-123.13535946101509, 49.28586196809989]] }","[-123.13653971357951, 49.286626374512736], [-123.13535946101509, 49.28586196809989]",0,https://www.google.com/maps/place/49.286244171306315 -123.13594958729729
2236,297760,Comox-Helmcken,Comox,Painted Lanes,PBT,Active,Residential,EW,CFlow,OW,30,Paved,YES,YES,Local Street,Painted Lanes,Yes,2013,new paving erased line mark-2015..., , ,148,VAN-R14,N,COMPLETE,N, ,Yes,Y,214,N2,Install from Cardero St.,Comox-Helmcken,Comox,Comox-Helmcken,Comox,Install to Broughton St.,YES,YES,CFlow,Painted Lanes,Painted Lanes,EW,120.6487979,Residential,Yes,30,Active,PBT,Paved,Painted Lanes,Painted Lanes,OW,Local Street,NtoBUF,"PBBL one side, shared lane other side, install 2013: https://www.google.com/maps/@49.2860847,-123.1357279,3a,75y,298.89h,81.07t/data=!3m7!1e1!3m5!1sBJ7qiRoQrxsH-kg0VGR8fA!2e0!5s20120501T000000!7i13312!8i6656 .",BLOG,Y,BUF,PBBL + SSNDL,13-Jun,2013,2013, , , ,N, , , ,,,, , , , , ,, ,new paving erased line mark-2015..., ,"49.285480183961205, -123.13477000728477","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.13535946101509, 49.28586196809989], [-123.13418055355446, 49.28509839982254]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.13535946101509, 49.28586196809989], [-123.13418055355446, 49.28509839982254]] }","[-123.13535946101509, 49.28586196809989], [-123.13418055355446, 49.28509839982254]",0,https://www.google.com/maps/place/49.285480183961205 -123.13477000728477
768,297042,Comox-Helmcken,Comox,Protected Bike Lanes,SL,Active,Residential,EW,BD,OW,30,Paved,YES,YES,Protected Bike Lanes,Protected Bike Lanes,Yes,2013, , , ,152,VAN-R14,N,COMPLETE,N, ,Yes,Y,213,N1,Denman,Comox-Helmcken,Comox,Comox-Helmcken,Comox,Bidwell,YES,YES,BD,Protected Bike Lanes,Protected Bike Lanes,EW,160.8478175,Residential,Yes,30,Active,SL,Paved,Protected Bike Lanes,Protected Bike Lanes,OW,Protected Bike Lanes,NtoPBL,"PBL-2 way, installed 2013: https://www.google.com/maps/@49.2885771,-123.1395218,3a,75y,247.91h,59.35t/data=!3m7!1e1!3m5!1sVXmpSG9qgi9f7x7ALM-fgA!2e0!5s20150501T000000!7i13312!8i6656",BLOG,Y,PBL,PBL-2,13-Jun,2013,2013, , , ,N, , , ,,,, , , , , ,, , , ,"49.28815280352721, -123.13889767565843","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.13968362542582, 49.2886617589801], [-123.13811172589104, 49.28764384807433]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.13968362542582, 49.2886617589801], [-123.13811172589104, 49.28764384807433]] }","[-123.13968362542582, 49.2886617589801], [-123.13811172589104, 49.28764384807433]",0,https://www.google.com/maps/place/49.28815280352721 -123.13889767565843
575,296469,Burrard/Comox-Helmcken,Burrard,Protected Bike Lanes,SL,Active,Arterial,NS,BD,2W,50,Paved,YES,YES,Painted Lanes,Protected Bike Lanes,Yes,2006,PL W side to BD PBL in 2013,2013, ,293,VAN-R14,N,COMPLETE,N, ,Yes,Y,212,N4,Comox St.,Burrard/Comox-Helmcken,Burrard,Burrard/Comox-Helmcken,Burrard,Helmcken St.,YES,YES,BD,Protected Bike Lanes,Protected Bike Lanes,NS,55.19223809,Arterial,Yes,50,Active,SL,Paved,Protected Bike Lanes,Protected Bike Lanes,2W,Painted Lanes,NtoPL,"PL on one side, bus/bike lane on other side: https://www.google.com/maps/@49.2803177,-123.1273514,3a,88y,59.53h,77.62t/data=!3m7!1e1!3m5!1sMIQmrzECCRqJsh_Rr5z9qA!2e0!5s20120501T000000!7i13312!8i6656 . PL existed since pre-2007.",STSAT,N,PL,PL + SSNDL/PL,Pre-2007,2006,2006,PLtoPBL,"**Upgrade occurred between 05/2013 and 07/2013 according to satellite data. PBL-2 way + Painted lane on one side: https://www.google.com/maps/@49.2803187,-123.1273123,3a,75y,93.9h,77.46t/data=!3m7!1e1!3m5!1sCX0WKOhpGvQTuyL5YW-Ulg!2e0!5s20201001T000000!7i",STSAT,Y,PBL,PBL-2 + PL,May - July 2013,2013,2013,2013, , , , , ,, ,PL W side to BD PBL in 2013, ,"49.28030971326541, -123.12732264001977","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.12705586372668, 49.28048622730962], [-123.12758941631286, 49.28013319922121]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.12705586372668, 49.28048622730962], [-123.12758941631286, 49.28013319922121]] }","[-123.12705586372668, 49.28048622730962], [-123.12758941631286, 49.28013319922121]",0,https://www.google.com/maps/place/49.28030971326541 -123.12732264001977
1948,296952,Smithe,Smithe,Protected Bike Lanes,SL,Active,Arterial,EW,BD,OW,50,Paved,YES,YES,Protected Bike Lanes,Protected Bike Lanes,Yes,2021, , , ,147,VAN-R13,N,COMPLETE,N,No Upgrades in period,No,Y,211,Y,Install Hornby St,Smithe,Smithe,Smithe,Smithe,Install to Seymour St,YES,YES,BD,Protected Bike Lanes,Protected Bike Lanes,EW,51.9445031,Arterial,Yes,50,Active,SL,Paved,Protected Bike Lanes,Protected Bike Lanes,OW,Protected Bike Lanes,NtoPBL,"PBL-2 way, no prior bikeway to 2021: https://www.google.com/maps/@49.2807413,-123.1220823,3a,75y,114.66h,73.43t/data=!3m7!1e1!3m5!1sxkQYFMoMF-MgxRB50-0OMQ!2e0!5s20220101T000000!7i16384!8i8192 Completed target fall 2021: https://vancouver.ca/files/cov/04-",PCN,N,PBL,PBL-2,Fall 2021,2021,2021, , , ,N, , , ,,,, , , , , ,, , , ,"49.28014706914444, -123.12116758454974","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.12091363967993, 49.27998281807388], [-123.12142152941958, 49.280311320215]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.12091363967993, 49.27998281807388], [-123.12142152941958, 49.280311320215]] }","[-123.12091363967993, 49.27998281807388], [-123.12142152941958, 49.280311320215]",2,https://www.google.com/maps/place/49.28014706914444 -123.12116758454974
1947,296950,Smithe,Smithe,Protected Bike Lanes,SL,Active,Arterial,EW,BD,OW,50,Paved,YES,YES,Protected Bike Lanes,Protected Bike Lanes,Yes,2021, , , ,146,VAN-R13,N,COMPLETE,N,No Upgrades in period,No,Y,210,Y,Install Hornby St,Smithe,Smithe,Smithe,Smithe,Install to Seymour St,YES,YES,BD,Protected Bike Lanes,Protected Bike Lanes,EW,49.83052311,Arterial,Yes,50,Active,SL,Paved,Protected Bike Lanes,Protected Bike Lanes,OW,Protected Bike Lanes,NtoPBL,"PBL-2 way, no prior bikeway to 2021: https://www.google.com/maps/@49.2807413,-123.1220823,3a,75y,114.66h,73.43t/data=!3m7!1e1!3m5!1sxkQYFMoMF-MgxRB50-0OMQ!2e0!5s20220101T000000!7i16384!8i8192 Completed target fall 2021: https://vancouver.ca/files/cov/04-",PCN,N,PBL,PBL-2,Fall 2021,2021,2021, , , ,N, , , ,,,, , , , , ,, , , ,"49.280794767290686, -123.1221712137565","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.12192853796616, 49.28063658277179], [-123.12241388954685, 49.28095295180959]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.12192853796616, 49.28063658277179], [-123.12241388954685, 49.28095295180959]] }","[-123.12192853796616, 49.28063658277179], [-123.12241388954685, 49.28095295180959]",2,https://www.google.com/maps/place/49.280794767290686 -123.1221712137565
3416,296949,Smithe,Smithe,Protected Bike Lanes,SL,Active,Arterial,EW,BD,OW,50,Paved,YES,YES,Protected Bike Lanes,Protected Bike Lanes,Yes,2021, , , ,145,VAN-R13,N,COMPLETE,N,No Upgrades in period,No,Y,209,Y,Install Hornby St,Smithe,Smithe,Smithe,Smithe,Install to Seymour St,YES,YES,BD,Protected Bike Lanes,Protected Bike Lanes,EW,51.64598193,Arterial,Yes,50,Active,SL,Paved,Protected Bike Lanes,Protected Bike Lanes,OW,Protected Bike Lanes,NtoPBL,"PBL-2 way, no prior bikeway to 2021: https://www.google.com/maps/@49.2807413,-123.1220823,3a,75y,114.66h,73.43t/data=!3m7!1e1!3m5!1sxkQYFMoMF-MgxRB50-0OMQ!2e0!5s20220101T000000!7i16384!8i8192 Completed target fall 2021: https://vancouver.ca/files/cov/04-",PCN,N,PBL,PBL-2,Fall 2021,2021,2021, , , ,N, , , ,,,, , , , , ,, , , ,"49.28047395149339, -123.12167503369287","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.12142152941958, 49.280311320215], [-123.12192853796616, 49.28063658277179]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.12142152941958, 49.280311320215], [-123.12192853796616, 49.28063658277179]] }","[-123.12142152941958, 49.280311320215], [-123.12192853796616, 49.28063658277179]",2,https://www.google.com/maps/place/49.28047395149339 -123.12167503369287
731,296948,Smithe,Smithe,Protected Bike Lanes,SL,Active,Arterial,EW,BD,OW,50,Paved,YES,YES,Protected Bike Lanes,Protected Bike Lanes,Yes,2021, , , ,139,VAN-R13,N,COMPLETE,N,No Upgrades in period,No,Y,208,Y,Install Hornby St,Smithe,Smithe,Smithe,Smithe,Install to Seymour St,YES,YES,BD,Protected Bike Lanes,Protected Bike Lanes,EW,99.17513045,Arterial,Yes,50,Active,SL,Paved,Protected Bike Lanes,Protected Bike Lanes,OW,Protected Bike Lanes,NtoPBL,"PBL-2 way, no prior bikeway to 2021: https://www.google.com/maps/@49.2807413,-123.1220823,3a,75y,114.66h,73.43t/data=!3m7!1e1!3m5!1sxkQYFMoMF-MgxRB50-0OMQ!2e0!5s20220101T000000!7i16384!8i8192 Completed target fall 2021: https://vancouver.ca/files/cov/04-",PCN,N,PBL,PBL-2,Fall 2021,2021,2021, , , ,N, , , ,,,, , , , , ,, , , ,"49.28126676401287, -123.1228984190935","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.12241388954685, 49.28095295180959], [-123.12338294864017, 49.28158057621614]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.12241388954685, 49.28095295180959], [-123.12338294864017, 49.28158057621614]] }","[-123.12241388954685, 49.28095295180959], [-123.12338294864017, 49.28158057621614]",2,https://www.google.com/maps/place/49.28126676401287 -123.1228984190935
1946,296947,Smithe,Smithe,Protected Bike Lanes,SL,Active,Arterial,EW,BD,OW,50,Paved,YES,YES,Protected Bike Lanes,Protected Bike Lanes,Yes,2021, , , ,138,VAN-R13,N,COMPLETE,N,No Upgrades in period,No,Y,207,Y,Install Hornby St,Smithe,Smithe,Smithe,Smithe,Install to Seymour St,YES,YES,BD,Protected Bike Lanes,Protected Bike Lanes,EW,49.62796053,Arterial,Yes,50,Active,SL,Paved,Protected Bike Lanes,Protected Bike Lanes,OW,Protected Bike Lanes,NtoPBL,"PBL-2 way, no prior bikeway to 2021: https://www.google.com/maps/@49.2807413,-123.1220823,3a,75y,114.66h,73.43t/data=!3m7!1e1!3m5!1sxkQYFMoMF-MgxRB50-0OMQ!2e0!5s20220101T000000!7i16384!8i8192 Completed target fall 2021: https://vancouver.ca/files/cov/04-",PCN,N,PBL,PBL-2,Fall 2021,2021,2021, , , ,N, , , ,,,, , , , , ,, , , ,"49.27951171267134, -123.12018555624371","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.11994299232629, 49.27935475167628], [-123.12042812016114, 49.27966867366639]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.11994299232629, 49.27935475167628], [-123.12042812016114, 49.27966867366639]] }","[-123.11994299232629, 49.27935475167628], [-123.12042812016114, 49.27966867366639]",2,https://www.google.com/maps/place/49.27951171267134 -123.12018555624371
732,296951,Smithe,Smithe,Protected Bike Lanes,SL,Active,Arterial,EW,BD,OW,50,Paved,YES,YES,Protected Bike Lanes,Protected Bike Lanes,Yes,2021, , , ,133,VAN-R13,N,COMPLETE,N,No Upgrades in period,No,Y,206,Y,Install Hornby St,Smithe,Smithe,Smithe,Smithe,Install to Seymour St,YES,YES,BD,Protected Bike Lanes,Protected Bike Lanes,EW,49.66544522,Arterial,Yes,50,Active,SL,Paved,Protected Bike Lanes,Protected Bike Lanes,OW,Protected Bike Lanes,NtoPBL,"PBL-2 way, no prior bikeway to 2021: https://www.google.com/maps/@49.2807413,-123.1220823,3a,75y,114.66h,73.43t/data=!3m7!1e1!3m5!1sxkQYFMoMF-MgxRB50-0OMQ!2e0!5s20220101T000000!7i16384!8i8192 Completed target fall 2021: https://vancouver.ca/files/cov/04-",PCN,N,PBL,PBL-2,Fall 2021,2021,2021, , , ,N, , , ,,,, , , , , ,, , , ,"49.27982574587014, -123.12067087992055","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.12042812016114, 49.27966867366639], [-123.12091363967993, 49.27998281807388]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.12042812016114, 49.27966867366639], [-123.12091363967993, 49.27998281807388]] }","[-123.12042812016114, 49.27966867366639], [-123.12091363967993, 49.27998281807388]",2,https://www.google.com/maps/place/49.27982574587014 -123.12067087992055
3456,297099,Smithe,Smithe,Protected Bike Lanes,R,Active,Arterial,EW,OW,OW,50,Paved,YES,YES,Protected Bike Lanes, ,Yes,2016, ,2020, ,144,VAN-R13,N,COMPLETE,N, ,Yes,Y,205,Y,Hamilton St.,Smithe,Smithe,Smithe,Smithe,Hamilton St.,YES,YES,OW, ,Protected Bike Lanes,EW,13.84380598,Arterial,Yes,50,Active,R,Paved,Protected Bike Lanes,Protected Bike Lanes,OW,Protected Bike Lanes,NtoPBL,"Installed 2016, no infrastructure before, no upgrades since: https://www.google.com/maps/@49.2788076,-123.1191004,3a,71.4y,49.22h,44.98t/data=!3m7!1e1!3m5!1sbXEHeNQ5efvu_4pOTHzf5g!2e0!5s20220501T000000!7i16384!8i8192 August 2016: https://www.cbc.ca/news/",NEWS,Y,PBL,PBL-1 x1,16-Aug,2016,2016, ,"No upgrade seen: https://www.google.com/maps/@49.2788076,-123.1191004,3a,71.4y,49.22h,44.98t/data=!3m7!1e1!3m5!1sbXEHeNQ5efvu_4pOTHzf5g!2e0!5s20220501T000000!7i16384!8i8192", ,N, , , ,,2020,2020, , , , , ,, , , ,"49.277739700144295, -123.11744961233677","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.11738200291036, 49.27769588136096], [-123.11751722176317, 49.277783518927635]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.11738200291036, 49.27769588136096], [-123.11751722176317, 49.277783518927635]] }","[-123.11738200291036, 49.27769588136096], [-123.11751722176317, 49.277783518927635]",0,https://www.google.com/maps/place/49.277739700144295 -123.11744961233677
112,295040,Smithe,Smithe,Protected Bike Lanes,SL,Active,Arterial,EW,OW,OW,50,Paved,YES,YES,Protected Bike Lanes, ,Yes,2016, , , ,140,VAN-R13,N,COMPLETE,N, ,Yes,Y,204,Y,Lane east of Richards St.,Smithe,Smithe,Smithe,Smithe,Homer St.,YES,YES,OW, ,Protected Bike Lanes,EW,49.62909992,Arterial,Yes,50,Active,SL,Paved,Protected Bike Lanes,Protected Bike Lanes,OW,Protected Bike Lanes,NtoPBL,"Installed 2016, no infrastructure before, no upgrades since: https://www.google.com/maps/@49.2788076,-123.1191004,3a,71.4y,49.22h,44.98t/data=!3m7!1e1!3m5!1sbXEHeNQ5efvu_4pOTHzf5g!2e0!5s20220501T000000!7i16384!8i8192 August 2016: https://www.cbc.ca/news/",NEWS,Y,PBL,PBL-1 x1,16-Aug,2016,2016, ,No upgrade seen, ,N, , , ,,,, , , , , ,, , , ,"49.278569375585846, -123.11872986294429","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.11848760406743, 49.278412208806664], [-123.11897212182116, 49.27872654236503]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.11848760406743, 49.278412208806664], [-123.11897212182116, 49.27872654236503]] }","[-123.11848760406743, 49.278412208806664], [-123.11897212182116, 49.27872654236503]",0,https://www.google.com/maps/place/49.278569375585846 -123.11872986294429
936,297581,Smithe,Smithe,Protected Bike Lanes,SL,Active,Arterial,EW,OW,OW,50,Paved,YES,YES,Protected Bike Lanes, ,Yes,2016, ,2020, ,137,VAN-R13,N,COMPLETE,N, ,Yes,Y,203,Y,Lane west of Cambie St,Smithe,Smithe,Smithe,Smithe,Cambie St.,YES,YES,OW, ,Protected Bike Lanes,EW,49.80828526,Arterial,Yes,50,Active,SL,Paved,Protected Bike Lanes,Protected Bike Lanes,OW,Protected Bike Lanes,NtoPBL,"Installed 2016, no infrastructure before, no upgrades since: https://www.google.com/maps/@49.2765316,-123.1155448,3a,57.7y,326.51h,73.06t/data=!3m7!1e1!3m5!1sD-mZt2lRhHkpP6zjTHWG5Q!2e0!5s20190501T000000!7i16384!8i8193 August 2016: https://www.cbc.ca/news",NEWS,Y,PBL,PBL-1 x1,16-Aug,2016,2016, ,No upgrade seen, ,N, , , ,,2020,2020, , , , , ,, , , ,"49.27731349432935, -123.11678868321847","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.11654524588734, 49.27715596483292], [-123.11703212054965, 49.27747102382578]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.11654524588734, 49.27715596483292], [-123.11703212054965, 49.27747102382578]] }","[-123.11654524588734, 49.27715596483292], [-123.11703212054965, 49.27747102382578]",0,https://www.google.com/maps/place/49.27731349432935 -123.11678868321847
1323,295059,Smithe,Smithe,Protected Bike Lanes,R,Active,Arterial,EW,OW,OW,50,Paved,YES,YES,Protected Bike Lanes, ,Yes,2016, ,2020, ,136,VAN-R13,N,COMPLETE,N, ,Yes,Y,202,Y,Lane west of Hamilton St,Smithe,Smithe,Smithe,Smithe,Hamilton St.,YES,YES,OW, ,Protected Bike Lanes,EW,49.64623815,Arterial,Yes,50,Active,R,Paved,Protected Bike Lanes,Protected Bike Lanes,OW,Protected Bike Lanes,NtoPBL,"Installed 2016, no infrastructure before, no upgrades since: https://www.google.com/maps/@49.2788076,-123.1191004,3a,71.4y,49.22h,44.98t/data=!3m7!1e1!3m5!1sbXEHeNQ5efvu_4pOTHzf5g!2e0!5s20220501T000000!7i16384!8i8192 August 2016: https://www.cbc.ca/news/",NEWS,Y,PBL,PBL-1 x1,16-Aug,2016,2016, ,"No upgrade seen: https://www.google.com/maps/@49.2788076,-123.1191004,3a,71.4y,49.22h,44.98t/data=!3m7!1e1!3m5!1sbXEHeNQ5efvu_4pOTHzf5g!2e0!5s20220501T000000!7i16384!8i8192", ,N, , , ,,2020,2020, , , , , ,, , , ,"49.27794063804336, -123.11775971564754","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.11751722176317, 49.277783518927635], [-123.1180022095319, 49.27809775715909]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.11751722176317, 49.277783518927635], [-123.1180022095319, 49.27809775715909]] }","[-123.11751722176317, 49.277783518927635], [-123.1180022095319, 49.27809775715909]",0,https://www.google.com/maps/place/49.27794063804336 -123.11775971564754
